patient_id,n_samples,n_correct,acc
1,6.0,4.0,0.6667
2,6.0,4.0,0.6667
3,8.0,3.0,0.375
4,7.0,6.0,0.8571
5,7.0,4.0,0.5714
6,6.0,6.0,1.0
7,5.0,5.0,1.0
8,5.0,4.0,0.8
9,4.0,1.0,0.25
10,2.0,0.0,0.0
11,3.0,1.0,0.3333
12,4.0,4.0,1.0
13,5.0,5.0,1.0
14,2.0,2.0,1.0
16,2.0,1.0,0.5
17,5.0,4.0,0.8
18,5.0,4.0,0.8
