patient_id,n_samples,n_correct,acc
1,6.0,4.0,0.6667
2,6.0,2.0,0.3333
3,8.0,6.0,0.75
4,7.0,2.0,0.2857
5,7.0,6.0,0.8571
6,6.0,4.0,0.6667
7,5.0,4.0,0.8
8,5.0,5.0,1.0
9,6.0,4.0,0.6667
10,3.0,2.0,0.6667
11,6.0,2.0,0.3333
12,6.0,6.0,1.0
13,6.0,4.0,0.6667
14,3.0,3.0,1.0
16,2.0,0.0,0.0
17,5.0,3.0,0.6
18,5.0,0.0,0.0
