patient_id,n_samples,n_correct,acc
1,6.0,5.0,0.8333
2,6.0,1.0,0.1667
3,8.0,4.0,0.5
4,7.0,7.0,1.0
5,7.0,5.0,0.7143
6,6.0,4.0,0.6667
7,5.0,5.0,1.0
8,5.0,4.0,0.8
9,4.0,4.0,1.0
10,2.0,1.0,0.5
11,3.0,2.0,0.6667
12,4.0,4.0,1.0
13,5.0,5.0,1.0
14,2.0,2.0,1.0
16,2.0,2.0,1.0
17,5.0,4.0,0.8
18,5.0,4.0,0.8
