patient_id,n_samples,n_correct,acc
1,6.0,6.0,1.0
2,6.0,0.0,0.0
3,8.0,8.0,1.0
4,7.0,7.0,1.0
5,7.0,0.0,0.0
6,6.0,2.0,0.3333
7,5.0,3.0,0.6
8,5.0,0.0,0.0
9,4.0,4.0,1.0
10,2.0,2.0,1.0
11,3.0,3.0,1.0
12,4.0,0.0,0.0
13,5.0,0.0,0.0
14,2.0,0.0,0.0
16,2.0,2.0,1.0
17,5.0,0.0,0.0
18,5.0,0.0,0.0
