fold,patient_id,y_true,subject_pred,n_windows,win_correct,win_acc
1,3,0,0,,,
1,3,0,0,,,
1,3,0,0,,,
1,10,0,0,,,
1,10,0,0,,,
1,10,0,0,,,
1,3,0,1,,,
1,3,0,0,,,
1,3,1,0,,,
1,12,1,0,,,
1,12,0,0,,,
1,12,0,0,,,
1,12,0,0,,,
1,12,1,0,,,
1,12,0,0,,,
2,11,0,0,,,
2,11,0,0,,,
2,11,0,1,,,
2,11,0,0,,,
2,11,1,0,,,
2,11,0,0,,,
2,14,1,1,,,
2,14,1,0,,,
2,16,0,0,,,
2,18,0,0,,,
2,18,0,1,,,
2,18,0,1,,,
2,18,0,1,,,
3,2,0,0,,,
3,5,0,0,,,
3,5,0,0,,,
3,5,0,0,,,
3,5,0,0,,,
3,5,0,0,,,
3,5,1,0,,,
3,7,0,0,,,
3,7,0,0,,,
3,7,0,0,,,
3,7,0,0,,,
3,7,1,0,,,
4,1,0,0,,,
4,1,0,1,,,
4,1,1,0,,,
4,1,0,1,,,
4,1,0,1,,,
4,17,1,0,,,
4,17,0,0,,,
4,8,0,1,,,
4,8,0,1,,,
4,8,0,1,,,
4,8,0,0,,,
4,9,0,0,,,
4,9,0,0,,,
4,17,1,0,,,
5,4,1,0,,,
5,4,1,0,,,
5,4,0,1,,,
5,4,0,0,,,
5,4,0,0,,,
5,4,0,0,,,
5,6,0,0,,,
5,6,0,1,,,
5,6,0,0,,,
5,6,0,1,,,
5,6,1,0,,,
5,13,0,0,,,
5,13,0,0,,,
5,13,0,0,,,
5,13,0,1,,,
5,13,0,1,,,
