patient_id,n_samples,n_correct,acc
5,1.0,1.0,1.0
6,2.0,2.0,1.0
8,2.0,2.0,1.0
9,1.0,1.0,1.0
10,1.0,1.0,1.0
12,1.0,1.0,1.0
16,1.0,1.0,1.0
