patient_id,n_samples,n_correct,acc
1,26.0,9.0,0.3462
10,15.0,6.0,0.4
11,30.0,10.0,0.3333
12,30.0,30.0,1.0
13,26.0,25.0,0.9615
14,11.0,11.0,1.0
16,6.0,2.0,0.3333
17,17.0,7.0,0.4118
18,21.0,16.0,0.7619
2,10.0,5.0,0.5
3,32.0,16.0,0.5
4,31.0,24.0,0.7742
5,31.0,9.0,0.2903
6,26.0,24.0,0.9231
7,25.0,25.0,1.0
8,21.0,21.0,1.0
9,14.0,6.0,0.4286
patient_id,4.0,0.0,0.0
