patient_id,n_samples,n_correct,acc
1,6.0,3.0,0.5
2,6.0,0.0,0.0
3,8.0,2.0,0.25
4,7.0,7.0,1.0
5,7.0,3.0,0.4286
6,6.0,5.0,0.8333
7,5.0,4.0,0.8
8,5.0,3.0,0.6
9,4.0,3.0,0.75
10,2.0,1.0,0.5
11,3.0,0.0,0.0
12,4.0,3.0,0.75
13,5.0,3.0,0.6
14,2.0,1.0,0.5
16,2.0,1.0,0.5
17,5.0,5.0,1.0
18,5.0,1.0,0.2
