patient_id,n_samples,n_correct,acc
1,2.0,1.0,0.5
2,2.0,1.0,0.5
4,2.0,1.0,0.5
5,2.0,2.0,1.0
6,2.0,1.0,0.5
7,2.0,1.0,0.5
8,2.0,0.0,0.0
9,2.0,1.0,0.5
10,2.0,1.0,0.5
11,2.0,1.0,0.5
12,2.0,1.0,0.5
13,2.0,0.0,0.0
14,2.0,0.0,0.0
15,2.0,1.0,0.5
16,2.0,1.0,0.5
17,2.0,1.0,0.5
18,2.0,0.0,0.0
19,2.0,0.0,0.0
20,2.0,1.0,0.5
21,2.0,0.0,0.0
22,2.0,0.0,0.0
23,2.0,0.0,0.0
24,2.0,0.0,0.0
25,2.0,2.0,1.0
26,2.0,1.0,0.5
27,2.0,1.0,0.5
29,2.0,0.0,0.0
30,2.0,2.0,1.0
31,2.0,2.0,1.0
32,2.0,2.0,1.0
33,2.0,0.0,0.0
34,2.0,1.0,0.5
35,2.0,1.0,0.5
36,2.0,1.0,0.5
37,2.0,1.0,0.5
38,2.0,1.0,0.5
